,Fecha,Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Dólar Americano (US$),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Euro (E),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Yen  (¥),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Real Brasileño (R),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Libra Esterlina (£),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Peso Chileno ($),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Yuan Chino,Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Peso Colombiano ($),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Peso Mexicano ($),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Franco Suizo ($),Tipo de cambio de las principales monedas - promedio del período (S/ por UM) - Dólar Canadiense (Can$)
114,Jul.2001,3.50330952380952,3.01517111406925,0.0281053758499924,1.42109249807429,4.95293434910581,0.00533666868325492,0.423263994544995,0.00152052170241611,0.382624456510433,1.99122954455829,2.28919617271168
115,Ago.2001,3.49156818181818,3.14409642480237,0.0287118092232568,1.39115700145719,5.01698136621623,0.00518267505093986,0.421841347959239,0.00152559126280477,0.382591488348603,2.07743642973397,2.26701653193057
116,Sep.2001,3.490025,3.17974432737499,0.0293340396986735,1.30670303706273,5.10446527818405,0.00512304767776408,0.42166305617744,0.00149879391114225,0.371908334310163,2.13264140105592,2.22623707488067
117,Oct.2001,3.46006818181818,3.13435541571145,0.0285292660126682,1.26308776727253,5.02172387132185,0.00488641178056515,0.418043688548871,0.00149066397747202,0.369330008199624,2.11803735374088,2.20221374626822
118,Nov.2001,3.439575,3.05540574136362,0.0281222175800295,1.35295691047157,4.94056938479438,0.00498922976501306,0.415564198103633,0.00148892231538107,0.372962818385869,2.08257144587067,2.15996205181082
119,Dic.2001,3.43536,3.06561983733333,0.0269739527233457,1.45449002921377,4.94403108584587,0.00513399288639149,0.415055449705021,0.0014884783183585,0.374744742124095,2.07918850544103,2.17776784399906
120,Ene.2002,3.45975,3.0559499965909,0.0260788963216602,1.45544991796727,4.95524205098826,0.00518485493346122,0.418012821597118,0.00152017179323138,0.377644246512542,2.0757337589095,2.16195681377925
121,Feb.2002,3.4766,3.02476368100001,0.0260383548577043,1.43732429303787,4.94537695590327,0.0051213835366213,0.420048159465099,0.00151967653715942,0.381783839581823,2.04667208270048,2.17853237626461
122,Mar.2002,3.45623684210526,3.0269722263158,0.0263441721865861,1.47334407947041,4.91606122196894,0.00521098338827196,0.417567166453056,0.00151508929125563,0.380605098845408,2.06175096167008,2.17780869369119
123,Abr.2002,3.43881818181818,3.04625252337662,0.0262360245676334,1.48250482058035,4.96071635120408,0.00528382376358775,0.415456698136832,0.00151951331547506,0.376580284264505,2.07789853579757,2.17459540004691
124,May.2002,3.45140909090909,3.16494213636364,0.0272872551279617,1.39192171757908,5.03656820072248,0.00527811027650455,0.416988433102987,0.00149545657403348,0.363692883055574,2.17229602343176,2.22721192339873
125,Jun.2002,3.48066578947368,3.32556732189473,0.0281612960575552,1.28287552018343,5.17240394910865,0.00516595542911332,0.42052008740719,0.00147441356229548,0.357438619552022,2.26153832475046,2.27244230339377
126,Jul.2002,3.53297619047619,3.5053575331263,0.0299238278913146,1.20421784192454,5.48803310313811,0.00507370957803942,0.426852913019064,0.00141204267188786,0.36058872302723,2.3966029403024,2.28533093721671
127,Ago.2002,3.57011904761905,3.49071635443723,0.029999513029346,1.14820332853278,5.4840538365884,0.00508346724707254,0.431345711167379,0.00134792990077718,0.363341310388879,2.38341614768613,2.27695152482043
128,Sep.2002,3.61902380952381,3.54952131893425,0.0300666605591383,1.08313701345807,5.62597946355933,0.00497816144807809,0.437240703050856,0.00131664040601438,0.360370805030999,2.42274500727944,2.29656077185498
